Source,Target,Distance
69,34,automotive
124,887,movies
35,2199,games
32,1815,games
93,2177,clothing
84,154,games
22,90,games
110,1719,movies
128,1090,games
119,1512,movies
57,2221,clothing
94,333,computers
71,1093,electronics
71,1093,computers
75,1771,electronics
11,1155,fashion
64,926,games
124,8,games
35,701,games
32,1815,clothing
27,820,electronics
64,68,clothing
111,855,automotive
25,1333,automotive
124,1636,sports
32,1273,games
64,1544,clothing
35,2243,computers
156,799,clothing
146,2259,clothing
61,1471,hardware
82,1546,computers
54,1163,electronics
35,400,movies
94,1206,computers
100,2092,sports
133,347,sports
64,1567,fashion
129,2340,electronics
111,191,games
53,1059,clothing
97,9,fashion
127,2241,movies
84,1279,computers
131,1835,fashion
97,9,movies
11,1114,clothing
137,1957,games
105,1760,sports
39,1880,sports
35,305,hardware
85,936,games
111,2081,computers
94,333,movies
158,914,games
115,1886,computers
35,807,games
54,243,electronics
117,973,sports
121,1946,electronics
121,1915,computers
9,371,clothing
57,542,clothing
8,2383,computers
71,1697,computers
66,1360,fashion
20,36,movies
97,412,clothing
122,2236,hardware
35,701,clothing
115,1886,fashion
119,1512,games
117,1249,clothing
104,1615,games
120,1579,movies
35,1226,movies
54,2379,automotive
59,1480,computers
63,212,games
110,1657,sports
59,867,computers
63,462,clothing
13,1362,automotive
97,1103,fashion
74,62,games
44,1926,movies
35,868,clothing
100,1793,movies
84,2244,movies
70,1516,sports
66,12,computers
20,286,clothing
130,1146,computers
53,1538,clothing
39,1880,clothing
94,333,hardware
97,1522,movies
44,935,games
114,198,sports
18,1874,clothing
99,1804,computers
85,2359,movies
20,355,computers
51,1049,computers
127,1734,sports
53,881,games
85,1403,games
8,1885,electronics
77,343,clothing
155,1792,computers
111,2081,fashion
13,271,games
99,97,computers
25,2216,clothing
124,1537,hardware
85,1403,computers
133,347,games
103,2142,clothing
126,531,electronics
39,2113,hardware
9,21,computers
126,1803,computers
117,973,hardware
140,134,sports
70,561,fashion
35,2229,clothing
54,1321,clothing
53,881,games
82,663,games
82,1214,hardware
53,767,games
2,1337,electronics
140,134,clothing
57,542,movies
99,277,sports
82,1546,fashion
57,306,hardware
64,2009,computers
59,1480,clothing
100,2306,sports
115,2137,electronics
35,1226,sports
117,1249,movies
120,1210,movies
57,306,computers
134,1055,sports
57,2285,sports
18,1874,sports
18,121,electronics
32,1423,games
51,143,games
22,415,sports
53,769,fashion
158,914,computers
22,90,computers
66,1721,movies
93,508,games
125,500,automotive
136,2343,games
51,2030,sports
27,611,sports
64,2009,clothing
64,1017,fashion
64,1017,games
72,1307,computers
135,1087,computers
149,2299,games
9,1143,games
54,1234,computers
9,430,hardware
135,1011,games
51,810,computers
39,1624,hardware
66,473,movies
2,624,movies
28,1465,hardware
128,1090,sports
51,1765,sports
35,305,electronics
71,1697,games
36,1953,clothing
86,689,computers
94,1206,sports
131,1835,computers
35,2127,computers
53,1740,hardware
44,827,sports
59,439,hardware
57,306,automotive
97,412,computers
71,1093,fashion
97,1756,games
72,1370,sports
59,439,fashion
77,343,hardware
63,212,computers
140,134,clothing
77,1989,games
97,1640,movies
11,2222,automotive
94,333,computers
119,2356,computers
136,2343,automotive
27,2073,games
64,1567,sports
18,1948,computers
77,2248,sports
110,1719,sports
122,1809,games
66,736,fashion
99,2032,fashion
127,150,games
61,1471,fashion
54,1163,automotive
51,1393,electronics
36,2227,hardware
20,1384,games
82,2361,clothing
86,1732,fashion
75,1525,movies
137,404,clothing
64,504,games
114,1581,games
129,1468,computers
94,352,movies
129,2340,fashion
59,439,clothing
36,2161,hardware
66,1721,sports
122,1809,games
18,970,automotive
57,1320,sports
35,2199,fashion
35,701,hardware
75,1771,fashion
51,1075,movies
75,253,sports
53,1538,games
18,1005,computers
105,1760,games
122,186,games
59,439,automotive
75,253,computers
69,1162,sports
142,1504,games
63,212,fashion
11,824,games
137,404,automotive
53,2139,electronics
66,426,movies
132,66,movies
75,65,computers
104,754,games
66,473,hardware
75,358,games
22,415,hardware
153,984,computers
78,1769,sports
54,2379,sports
18,121,electronics
95,2346,sports
135,1087,electronics
133,1136,computers
132,66,computers
115,1000,movies
74,62,sports
53,1687,sports
154,996,fashion
133,1136,hardware
149,2299,movies
59,867,fashion
69,1162,hardware
9,1652,sports
63,212,movies
117,1249,electronics
25,1333,hardware
77,1989,hardware
72,497,sports
84,997,sports
104,2174,clothing
39,2113,clothing
123,1190,games
117,1249,clothing
9,21,computers
111,620,hardware
103,2142,games
142,231,computers
95,436,movies
123,1190,computers
105,1760,games
44,427,movies
59,931,electronics
86,1732,computers
8,2383,computers
123,1190,electronics
18,934,movies
20,36,games
9,1143,clothing
84,1404,sports
75,358,computers
25,357,games
90,1972,clothing
85,864,fashion
64,1157,games
77,595,electronics
126,531,computers
39,1880,computers
13,1555,electronics
18,1658,computers
64,1567,clothing
136,2295,games
22,844,clothing
119,2356,hardware
64,564,clothing
115,1369,clothing
59,439,sports
85,1403,sports
25,1807,games
22,985,games
77,1457,electronics
32,2271,hardware
54,243,fashion
130,397,movies
36,1953,games
18,1005,games
131,1336,sports
27,1935,hardware
116,498,games
72,1307,computers
35,740,computers
132,66,sports
77,1989,games
122,1809,games
124,887,hardware
109,1379,computers
74,915,sports
122,2236,computers
11,824,sports
128,1111,computers
72,497,computers
32,2271,computers
54,1163,electronics
11,390,automotive
124,1537,sports
103,2142,fashion
8,1024,movies
64,504,fashion
36,2161,clothing
22,415,sports
20,1384,hardware
94,1966,movies
100,2306,computers
28,1465,electronics
122,2236,computers
66,1315,games
13,271,movies
137,256,electronics
61,511,sports
32,2271,hardware
9,559,computers
135,923,sports
11,222,sports
158,914,games
69,34,electronics
130,2182,hardware
132,1936,computers
27,221,movies
82,1811,computers
122,186,computers
99,2032,games
82,365,computers
36,445,computers
72,1294,hardware
27,820,automotive
117,1249,fashion
111,1681,electronics
66,426,games
9,1091,computers
18,934,movies
59,439,fashion
93,2230,computers
134,1055,games
54,243,computers
9,1091,hardware
18,121,fashion
2,1337,sports
77,2248,fashion
113,1911,fashion
18,1948,movies
78,1769,sports
168,2016,movies
99,2212,games
82,2190,fashion
9,371,fashion
90,1972,computers
97,412,fashion
86,1732,electronics
64,1089,clothing
128,1090,movies
18,1205,sports
128,1111,computers
59,439,automotive
93,417,clothing
137,404,sports
148,1125,computers
104,754,clothing
44,427,hardware
51,1318,sports
11,969,computers
20,29,hardware
141,1402,computers
120,1210,computers
127,1734,games
13,755,sports
9,21,clothing
117,1574,sports
71,113,hardware
2,1450,computers
72,1294,sports
69,34,games
59,1480,clothing
97,9,computers
128,1111,movies
72,1856,hardware
132,66,computers
8,1889,hardware
22,90,clothing
25,2216,sports
111,388,games
75,253,electronics
51,726,fashion
36,445,movies
72,497,fashion
64,2009,sports
9,1091,clothing
54,1234,clothing
27,856,movies
94,896,clothing
25,1807,fashion
70,561,games
90,1639,computers
86,1732,sports
66,1315,computers
133,1136,computers
22,844,games
36,1953,automotive
115,1886,hardware
133,2365,computers
27,611,electronics
8,1024,automotive
93,508,hardware
85,1403,clothing
84,997,sports
135,1087,computers
84,1945,clothing
18,121,hardware
140,579,games
129,1468,sports
135,1011,clothing
35,861,computers
77,1304,clothing
117,1574,clothing
53,2139,clothing
2,624,automotive
129,2340,fashion
136,2343,computers
138,957,movies
61,1085,movies
103,1759,movies
90,1530,sports
111,1338,computers
53,881,hardware
72,497,movies
124,1636,clothing
127,150,sports
99,277,clothing
35,2199,games
8,1024,computers
27,1935,computers
100,1793,games
149,1061,games
94,1535,fashion
20,36,movies
11,2222,clothing
32,1120,games
59,931,computers
72,765,computers
86,688,computers
136,2343,movies
131,1835,hardware
36,1953,fashion
131,1835,games
112,977,games
119,2356,clothing
18,374,electronics
72,1294,games
61,409,electronics
9,1091,fashion
124,1537,clothing
129,1468,computers
104,754,games
36,1614,fashion
64,2009,fashion
108,375,movies
137,256,computers
128,1090,computers
97,1103,games
39,210,clothing
35,305,movies
64,2009,games
84,1279,sports
122,186,movies
99,2212,fashion
86,1836,hardware
90,1530,clothing
71,904,sports
93,417,fashion
142,1504,movies
133,1097,games
99,277,fashion
22,1717,sports
36,1001,games
82,365,clothing
97,1756,movies
64,1089,games
84,154,electronics
142,231,movies
13,2208,sports
78,1769,hardware
135,1069,hardware
84,403,computers
70,1770,computers
9,1300,electronics
64,1588,games
64,504,games
36,1953,sports
59,439,hardware
111,1422,clothing
111,1016,computers
22,1782,clothing
99,1744,electronics
99,2368,games
110,1657,automotive
13,271,games
57,542,movies
61,1471,computers
104,2209,clothing
53,767,hardware
137,1957,movies
9,1277,movies
64,846,electronics
18,1205,games
93,2177,fashion
86,688,hardware
54,1026,hardware
75,358,games
9,1027,games
137,256,computers
8,1889,clothing
94,1966,games
8,464,games
77,2386,sports
54,178,sports
25,357,games
122,2236,games
132,66,fashion
54,243,fashion
97,1609,automotive
51,1765,games
137,1957,fashion
18,121,hardware
28,1465,games
32,1120,sports
90,1972,fashion
110,236,fashion
66,2281,hardware
20,286,electronics
84,2218,fashion
122,1730,clothing
122,2236,games
156,799,sports
140,579,fashion
35,740,hardware
64,1089,clothing
93,417,sports
84,1404,games
44,935,games
84,1279,movies
18,934,games
111,1338,games
117,1574,movies
106,1934,games
36,445,fashion
135,1011,games
129,1783,clothing
86,1732,electronics
77,1457,computers
86,1836,computers
77,2248,hardware
132,1936,fashion
106,1934,computers
69,34,computers
75,65,clothing
84,1404,movies
35,701,computers
106,1934,games
27,856,games
27,611,sports
27,1892,sports
131,1835,clothing
66,736,games
131,1336,clothing
157,2387,hardware
154,996,games
122,2236,clothing
64,1997,hardware
97,2152,fashion
59,801,computers
119,1512,games
99,2212,fashion
35,807,fashion
13,1373,sports
11,824,fashion
115,2137,computers
133,1097,computers
111,191,clothing
74,915,clothing
116,721,fashion
35,807,movies
90,1639,hardware
120,1210,hardware
93,1489,sports
103,2142,fashion
27,221,hardware
18,1205,clothing
59,1480,hardware
111,388,electronics
115,2137,sports
27,1065,fashion
121,1837,games
109,1379,computers
94,333,sports
18,934,fashion
104,1615,games
74,62,movies
118,38,clothing
11,1260,electronics
147,1262,clothing
72,717,movies
59,931,clothing
90,1972,computers
108,2153,movies
27,611,sports
132,66,sports
20,286,sports
63,83,sports
124,168,clothing
108,1444,sports
100,2306,sports
51,448,computers
119,1512,clothing
154,996,sports
74,2132,computers
2,624,computers
35,279,movies
120,1210,clothing
108,375,clothing
138,957,electronics
25,2216,fashion
57,2285,clothing
36,2161,games
64,926,electronics
74,2320,electronics
18,934,clothing
123,1634,movies
74,1270,clothing
111,388,clothing
44,827,hardware
93,508,games
82,2361,fashion
8,1241,computers
54,243,games
63,585,clothing
124,8,games
94,352,games
103,2142,hardware
36,1614,clothing
128,1111,games
53,1059,fashion
36,2227,computers
104,754,fashion
131,1336,computers
72,1307,computers
57,2221,fashion
22,233,games
36,445,sports
70,1521,electronics
148,1125,hardware
120,1210,clothing
53,1059,computers
90,1972,computers
97,649,sports
66,12,fashion
64,2084,hardware
71,1451,hardware
129,1527,games
131,10,sports
63,83,clothing
18,1328,computers
27,856,hardware
66,1360,fashion
99,277,electronics
9,1652,fashion
22,415,computers
63,590,fashion
44,1926,hardware
54,2379,games
130,1146,computers
103,748,movies
119,2356,games
64,1567,movies
9,1091,games
71,904,movies
99,2368,games
110,1657,fashion
8,2383,sports
72,1201,movies
78,13,fashion
9,21,games
61,1085,clothing
53,769,hardware
35,701,computers
27,382,games
84,2244,computers
53,1740,fashion
20,286,movies
97,649,electronics
163,1382,fashion
71,904,sports
36,1614,games
111,191,computers
105,399,movies
36,1953,sports
8,1024,movies
63,83,games
99,1,hardware
74,367,sports
130,2182,fashion
44,827,sports
90,1972,hardware
82,1546,movies
130,2182,games
27,820,clothing
59,931,computers
32,1815,computers
13,2208,electronics
13,1362,movies
127,150,computers
128,1111,fashion
70,1516,sports
113,1911,sports
11,390,hardware
90,1445,fashion
72,1307,computers
114,198,games
115,2137,computers
54,243,computers
112,1434,fashion
82,2361,clothing
25,2216,computers
85,936,fashion
53,2139,movies
103,1052,fashion
131,1704,computers
72,1294,clothing
94,333,electronics
126,1254,sports
66,736,hardware
20,1123,clothing
28,1465,sports
61,1085,computers
25,643,sports
86,1836,hardware
94,896,sports
27,471,computers
84,154,fashion
27,856,games
18,1205,movies
116,711,fashion
97,1522,hardware
51,2030,sports
97,819,automotive
99,2368,computers
99,277,sports
104,2174,clothing
54,1234,clothing
36,1001,sports
9,1277,hardware
85,309,hardware
103,1759,clothing
99,2212,movies
25,2216,sports
86,689,hardware
18,374,clothing
27,382,hardware
20,1123,computers
64,68,electronics
154,996,computers
112,1434,movies
108,2153,computers
53,1059,electronics
22,1022,movies
114,2128,sports
90,1530,games
27,471,hardware
130,1235,movies
27,2384,fashion
122,2236,hardware
133,1136,electronics
54,1436,computers
120,1579,movies
66,1360,computers
18,934,fashion
106,530,movies
133,347,fashion
36,127,sports
9,430,computers
72,715,electronics
109,1379,clothing
78,2254,clothing
53,767,clothing
54,1163,fashion
2,261,games
54,1234,clothing
71,113,movies
128,1090,clothing
27,1935,fashion
51,1049,movies
82,2361,computers
156,2154,electronics
35,807,movies
111,855,computers
70,1770,computers
18,1874,computers
147,1262,electronics
149,2299,hardware
122,1809,hardware
22,233,clothing
85,864,hardware
74,15,movies
128,1090,electronics
35,861,fashion
